id,nj,chain,pct_fte,wage_st,hrsopen,diff_fte
71,1,1,0,4.75,17,18.5
71,1,1,74.3589743589744,5.05,17,18.5
73,1,2,0,4.25,12,10.5
73,1,2,82.3529411764706,5.05,11,10.5
75,1,2,22.2222222222222,4.25,11,-1
75,1,2,32,5.05,11,-1
76,1,3,28.5714285714286,4.25,17,10.5
76,1,3,64.9350649350649,5.05,16.5,10.5
79,1,3,27.906976744186,4.5,17,-1.5
79,1,3,40,5.05,16,-1.5
80,1,4,NA,4.25,11.5,NA
80,1,4,52.3809523809524,5.05,12.5,NA
84,1,1,16.6666666666667,4.5,16,8
84,1,1,37.5,5.05,16,8
86,1,1,53.6585365853659,4.25,15,-1.5
86,1,1,47.3684210526316,5.05,15,-1.5
87,1,1,NA,4.5,15,NA
87,1,1,0,5.05,15,NA
88,1,1,12.7659574468085,4.25,15,3
88,1,1,15.0943396226415,5.05,15,3
91,1,1,34.7826086956522,4.25,17,-4
91,1,1,0,5.05,17,-4
92,1,1,23.5294117647059,4.25,15,3
92,1,1,70,5.05,15,3
93,1,1,12.1951219512195,4.25,16,2
93,1,1,22.2222222222222,5.05,16,2
95,1,2,76.5957446808511,4.25,10,-13.5
95,1,2,0,5.05,10,-13.5
96,1,2,0,4.25,10,3
96,1,2,0,5.05,10.5,3
97,1,2,0,4.25,10,1
97,1,2,22.7272727272727,5.05,10,1
98,1,2,0,4.25,10,-1.5
98,1,2,24,5.05,10,-1.5
99,1,3,70.5882352941177,4.75,24,-26
99,1,3,50.8474576271186,5.05,24,-26
101,1,3,30,4.75,15,4
101,1,3,52.6315789473684,5.05,15,4
102,1,3,55.8139534883721,4.4,16,-6
102,1,3,0,5.05,15,-6
104,1,4,75.4716981132076,4.62,11.5,-34
104,1,4,57.8947368421053,5.05,12.5,-34
105,1,1,0,4.25,16.5,2.5
105,1,1,0,5.05,16.5,2.5
106,1,1,0,4.25,16,-3
106,1,1,11.4285714285714,5.05,16,-3
107,1,1,41.3793103448276,4.25,14.5,6
107,1,1,65.8536585365854,5.05,14,6
108,1,1,54,4.25,17,3
108,1,1,39.2857142857143,5.05,17,3
111,1,3,62.962962962963,4.25,16,3.25
111,1,3,66.1157024793389,5.05,16,3.25
114,1,1,0,4.75,16,21.5
114,1,1,45.4545454545455,5.25,16.5,21.5
115,1,1,54.7945205479452,4.75,17,-19
115,1,1,34.2857142857143,5.05,17,-19
116,1,1,23.1884057971014,4.25,13,13.75
116,1,1,70.9677419354839,5.05,13,13.75
118,1,1,46.5116279069767,4.25,15,9.5
118,1,1,58.0645161290323,5.05,15,9.5
119,1,1,48.9795918367347,4.75,16.5,4
119,1,1,63.1578947368421,5.05,17.5,4
120,1,1,0,4.5,16,0
120,1,1,0,5.05,16,0
122,1,1,4,4.25,12.5,16
122,1,1,24.390243902439,5.05,12.5,16
124,1,1,50,4.25,15,12
124,1,1,75,5.05,15,12
125,1,2,78.9473684210526,4.5,12.5,-9.5
125,1,2,0,5.05,12,-9.5
130,1,3,30.7692307692308,4.5,18,2.25
130,1,3,8,5.05,16,2.25
132,1,3,57.1428571428571,4.5,24,-7
132,1,3,53.5714285714286,5.5,14,-7
133,1,3,37.5,4.75,17,0
133,1,3,18.75,5.05,15,0
134,1,3,26.1904761904762,4.62,16,1.75
134,1,3,26.3736263736264,5.05,16,1.75
136,1,3,54.2056074766355,4.25,17,NA
136,1,3,NA,NA,16,NA
137,1,3,49.1803278688525,4.25,16,1.5
137,1,3,37.5,5.05,15,1.5
140,1,4,0,4.5,11.5,4.5
140,1,4,18.1818181818182,5.67,11.5,4.5
141,1,4,46.5116279069767,4.75,12.5,4
141,1,4,39.2156862745098,5.05,12.5,4
142,1,4,41.0958904109589,4.25,11.5,24
142,1,4,66.1157024793389,5.05,11.5,24
146,1,1,34.7826086956522,4.8,16,-2.5
146,1,1,0,5.05,16,-2.5
149,1,1,0,4.5,16,2
149,1,1,50,5.05,16,2
150,1,1,0,4.67,16,7.75
150,1,1,48,5.75,15,7.75
156,1,1,43.2432432432432,4.87,15,-5.5
156,1,1,15.3846153846154,5.05,15,-5.5
158,1,2,23.5294117647059,4.5,10,0.5
158,1,2,33.3333333333333,5.05,11.5,0.5
159,1,2,42.8571428571429,4.5,10.5,2.5
159,1,2,60.6060606060606,5.25,11.5,2.5
162,1,3,0,4.75,16.5,-2
162,1,3,14.2857142857143,5.05,15.5,-2
166,1,4,27.5862068965517,4.75,11.5,-7.5
166,1,4,0,5.05,12.5,-7.5
168,1,1,26.3157894736842,4.25,15,1
168,1,1,0,5.25,16,1
171,1,1,9.52380952380952,4.25,16,0.25
171,1,1,47.0588235294118,5.05,16,0.25
172,1,1,0,4.75,12.5,4.5
172,1,1,32.5581395348837,5.05,13,4.5
173,1,1,16.6666666666667,4.85,17.5,-5
173,1,1,35.4838709677419,5.05,18,-5
174,1,1,44,4.75,16,8
174,1,1,60.6060606060606,5.05,16,8
176,1,1,50.8474576271186,4.62,16,8.25
176,1,1,52.9801324503311,5.05,16,8.25
178,1,2,59.0909090909091,4.25,10,-13
178,1,2,11.1111111111111,5.05,10.5,-13
179,1,2,18.1818181818182,4.25,10.5,0
179,1,2,18.1818181818182,5.05,11,0
180,1,2,59.2592592592593,4.5,11,-0.75
180,1,2,0,5.05,12,-0.75
182,1,2,22.2222222222222,4.5,11,-3
182,1,2,0,5.05,10,-3
183,1,2,66.6666666666667,4.62,11,4
183,1,2,68.1818181818182,5.05,10.5,4
185,1,2,21.0526315789474,4.5,10.5,-1.5
185,1,2,25,5.05,10.5,-1.5
186,1,3,41.6666666666667,4.75,16,1
186,1,3,48,5.05,16,1
189,1,3,27.5862068965517,4.75,15,-2
189,1,3,0,5.05,15,-2
192,1,4,68.9655172413793,4.87,12,-6.5
192,1,4,20,5.25,12.5,-6.5
193,1,4,9.52380952380952,4.5,11,1
193,1,4,34.7826086956522,5.05,13,1
195,1,4,0,4.25,11.5,5.5
195,1,4,34.0425531914894,5.05,12.5,5.5
198,1,1,NA,4.25,16,NA
198,1,1,33.3333333333333,5.05,16,NA
199,1,2,0,4.35,10,7.5
199,1,2,66.6666666666667,5.05,10.5,7.5
200,1,1,0,4.25,18,-4
200,1,1,17.2413793103448,5.05,17.5,-4
201,1,1,0,4.5,17,10.5
201,1,1,53.3333333333333,5.05,17,10.5
202,1,1,73.1707317073171,4.25,19,-18.5
202,1,1,57.7777777777778,5.05,19,-18.5
203,1,1,52.9411764705882,4.25,17,7
203,1,1,16.6666666666667,5.05,17,7
204,1,1,54.7945205479452,4.25,17.5,3.5
204,1,1,55.1724137931034,5.05,17.5,3.5
207,1,2,47.0588235294118,4.75,12,-3.5
207,1,2,62.962962962963,5.2,12,-3.5
208,1,3,37.5,4.62,17,-8
208,1,3,20.8333333333333,5.05,14,-8
209,1,3,15.3846153846154,4.25,18,2.5
209,1,3,21.0526315789474,5.05,16,2.5
210,1,4,0,4.5,11.5,-1.5
210,1,4,0,5.05,11,-1.5
211,1,1,14.2857142857143,4.5,15,2.5
211,1,1,8.51063829787234,5.05,15,2.5
212,1,1,48.3516483516484,4.5,16,7.75
212,1,1,65.5737704918033,5.05,16,7.75
213,1,1,24.3243243243243,4.55,17.5,6.25
213,1,1,48.4848484848485,5.05,17.5,6.25
214,1,1,10,4.62,16,2.5
214,1,1,0,5.05,16.25,2.5
215,1,1,55.5555555555556,4.5,16,10
215,1,1,71.4285714285714,5.05,16,10
216,1,2,19.047619047619,4.25,10.5,3.5
216,1,2,14.2857142857143,5.05,10.5,3.5
217,1,2,19.047619047619,4.25,10,-1.5
217,1,2,0,5.05,10.5,-1.5
218,1,2,63.6363636363636,4.35,10,-1.5
218,1,2,52.6315789473684,5.05,11,-1.5
219,1,2,28.5714285714286,4.25,10,5
219,1,2,58.0645161290323,5.05,10.5,5
220,1,2,24,4.25,10,-0.5
220,1,2,25,5.05,10,-0.5
221,1,2,5.55555555555556,4.6,11,-6.5
221,1,2,8.69565217391304,5.05,11,-6.5
222,1,3,11.7647058823529,4.25,12.5,-4.5
222,1,3,16,5.05,11.5,-4.5
223,1,3,20,4.75,16,1
223,1,3,18.75,5.05,15,1
225,1,3,15.3846153846154,4.75,17,9
225,1,3,42.1052631578947,5.05,17,9
226,1,4,0,4.25,11.5,2
226,1,4,0,5.3,10.5,2
228,1,4,14.8148148148148,4.5,12.5,3.25
228,1,4,46.8085106382979,5.05,12.5,3.25
229,1,1,11.5384615384615,4.5,13.5,4.5
229,1,1,72.1311475409836,5.5,13.5,4.5
230,1,1,0,4.25,17,11
230,1,1,56.6037735849057,5.05,17,11
232,1,1,75,4.75,16,3
232,1,1,66.6666666666667,5.05,15,3
233,1,1,74.5098039215686,4.65,16,-4
233,1,1,69.7674418604651,5.05,16,-4
235,1,1,34.4827586206897,4.25,16,NA
235,1,1,NA,5.05,15,NA
237,1,1,55.8139534883721,4.25,16,0
237,1,1,41.8604651162791,5.05,15.5,0
238,1,2,0,4.75,12,23.5
238,1,2,66.6666666666667,5.05,12,23.5
239,1,2,75,4.25,13.5,-8.5
239,1,2,0,5.05,12.5,-8.5
243,1,3,31.1111111111111,4.5,16.5,-1.5
243,1,3,33.3333333333333,5.05,15.5,-1.5
244,1,3,40,4.25,18,-2
244,1,3,57.1428571428571,5.05,17,-2
247,1,4,0,4.5,15.5,0
247,1,4,0,5.05,15.5,0
248,1,4,36.3636363636364,4.75,16,1
248,1,4,43.4782608695652,5.05,16,1
249,1,1,46.1538461538462,4.37,15,6
249,1,1,52.6315789473684,5.05,15,6
250,1,2,20,4.5,10,2
250,1,2,28.5714285714286,5.05,10,2
253,1,3,51.8518518518518,4.87,13,0.5
253,1,3,28.5714285714286,5.05,16,0.5
257,1,1,71.4285714285714,4.25,16,NA
257,1,1,NA,NA,NA,NA
258,1,1,22.2222222222222,4.25,16,14
258,1,1,62.5,5.05,18,14
260,1,1,41.6666666666667,4.25,16,-2
260,1,1,18.1818181818182,5.05,16,-2
262,1,1,42.4242424242424,4.25,16.5,-2.25
262,1,1,0,5.05,17.5,-2.25
264,1,1,0,4.25,15,9.5
264,1,1,0,5.05,16,9.5
265,1,1,0,4.25,16,-11
265,1,1,NA,NA,NA,-11
267,1,1,33.3333333333333,4.25,16,28
267,1,1,63.1578947368421,5.05,16,28
269,1,2,20,4.45,10,5.5
269,1,2,64.5161290322581,5.05,11,5.5
273,1,2,15.3846153846154,4.62,10,-2.5
273,1,2,19.047619047619,5.05,10,-2.5
275,1,2,40,4.25,11,-3
275,1,2,14.2857142857143,5.05,10.5,-3
277,1,2,16,4.25,10,-1.5
277,1,2,9.09090909090909,5.05,10,-1.5
278,1,2,37.5,4.25,10,0.5
278,1,2,0,5.05,11,0.5
282,1,3,16.6666666666667,4.25,16,-12
282,1,3,NA,NA,NA,-12
284,1,3,24.390243902439,4.5,16,-5.5
284,1,3,40,5.05,16,-5.5
285,1,3,16.2162162162162,4.75,16,-5
285,1,3,22.2222222222222,5.05,16,-5
286,1,3,8.69565217391304,4.75,11.5,1
286,1,3,16,5.05,11.5,1
287,1,3,20,4.5,16,-2.5
287,1,3,16,5.05,16,-2.5
288,1,3,0,4.75,16,-0.5
288,1,3,40,5.05,16,-0.5
289,1,3,20,4.25,16,0
289,1,3,30,5.05,15,0
290,1,4,47.0588235294118,4.75,12.5,-3.5
290,1,4,0,5.05,11.5,-3.5
291,1,4,23.5294117647059,4.55,11.5,-1
291,1,4,31.25,5.1,11.5,-1
292,1,4,48.780487804878,4.8,16,3
292,1,4,63.8297872340426,5.05,16,3
295,1,1,51.6129032258064,4.75,16.5,NA
295,1,1,NA,5.05,18,NA
297,1,1,46.1538461538462,4.25,16,14.5
297,1,1,44.1176470588235,5.05,16,14.5
303,1,3,32.7868852459016,4.35,17,2
303,1,3,36.9230769230769,5.05,16,2
304,1,3,43.4782608695652,4.5,17,-1.5
304,1,3,46.5116279069767,5.05,24,-1.5
305,1,3,0,4.39,17,7
305,1,3,25,5.05,18,7
307,1,3,57.8512396694215,4.25,18,13.25
307,1,3,57.4712643678161,5.2,24,13.25
310,1,4,0,4.25,11.5,-0.5
310,1,4,17.1428571428571,5.05,11.5,-0.5
312,1,1,40,4.25,11,-3
312,1,1,42.8571428571429,5.05,10,-3
313,1,1,56.4102564102564,4.5,15,NA
313,1,1,NA,5.05,15,NA
314,1,1,47.0588235294118,4.62,15,5
314,1,1,68.1818181818182,5.25,16,5
316,1,1,58.8235294117647,4.62,16,-3.5
316,1,1,54.5454545454545,5.05,16,-3.5
317,1,1,0,4.25,12,1
317,1,1,57.1428571428571,5.05,10.5,1
318,1,2,43.4782608695652,4.75,12,2.5
318,1,2,50,5.05,11.5,2.5
319,1,2,0,4.62,12.5,18.5
319,1,2,81.4814814814815,5.05,11.5,18.5
322,1,3,43.2432432432432,4.75,16,0
322,1,3,64.8648648648649,5.05,15,0
325,1,3,25.8064516129032,4.5,15,-4
325,1,3,8.69565217391304,5.05,15,-4
333,1,1,14.0350877192982,4.25,15,1.75
333,1,1,18.75,5.05,15,1.75
336,1,1,73.6842105263158,4.5,15,-13
336,1,1,40,5.05,16,-13
337,1,1,20.2020202020202,4.87,17,5.75
337,1,1,81.9672131147541,5.05,17,5.75
339,1,1,78.2608695652174,4.25,16,-11.5
339,1,1,43.4782608695652,5.05,16,-11.5
340,1,1,25,4.25,14.5,1.5
340,1,1,58.8235294117647,5.05,16,1.5
341,1,2,26.6666666666667,4.62,9.5,2
341,1,2,31.5789473684211,5.05,11,2
343,1,2,66.6666666666667,4.75,10.5,-3.5
343,1,2,34.7826086956522,5.05,12,-3.5
346,1,2,21.6216216216216,4.25,10,2.75
346,1,2,25,NA,11,2.75
348,1,3,26.6666666666667,4.25,10.5,-11.25
348,1,3,NA,NA,NA,-11.25
350,1,3,48.4848484848485,4.75,16,0.5
350,1,3,29.4117647058824,5.05,17,0.5
351,1,3,10.6666666666667,4.25,16,5.25
351,1,3,41.6666666666667,5.05,16,5.25
352,1,3,0,4.75,11.5,NA
352,1,3,NA,NA,NA,NA
353,1,3,34.4827586206897,4.37,16,NA
353,1,3,NA,5.05,16,NA
355,1,4,14.8148148148148,4.87,11.5,0
355,1,4,22.2222222222222,NA,11.5,0
359,1,1,0,4.25,15,2
359,1,1,0,5.05,16,2
360,1,1,17.1428571428571,4.25,15,10.5
360,1,1,17.8571428571429,5.05,16,10.5
361,1,1,34.2857142857143,4.25,16,4
361,1,1,18.6046511627907,5.05,16,4
362,1,2,NA,4.25,12.5,NA
362,1,2,80,5.05,12.5,NA
363,1,2,0,4.25,12.5,4
363,1,2,71.7948717948718,5.2,12.5,4
364,1,2,21.2121212121212,4.25,12,3.5
364,1,2,5,5.05,12.5,3.5
366,1,3,14.8148148148148,4.5,11.5,1
366,1,3,6.89655172413793,5.05,11.5,1
368,1,4,0,4.25,12.5,1.5
368,1,4,0,5.05,11.5,1.5
369,1,1,0,4.35,15,-11.5
369,1,1,NA,NA,NA,-11.5
370,1,1,68.8468158347676,4.85,16,2.4499999999999993
370,1,1,82.5396825396825,5.05,16,2.4499999999999993
376,1,1,30.7692307692308,4.5,14,-1.5
376,1,1,0,5.05,14,-1.5
377,1,1,66.6666666666667,4.25,14,2
377,1,1,55,5.05,14,2
379,1,1,66.6666666666667,4.62,16,4
379,1,1,82.3529411764706,5.05,16,4
380,1,1,48.780487804878,4.5,16,4.5
380,1,1,60,5.05,16,4.5
383,1,1,60,4.5,16,0
383,1,1,70,5.05,16,0
384,1,1,NA,4.65,16,NA
384,1,1,0,5.05,16,NA
385,1,1,61.5384615384615,4.25,17,-1
385,1,1,60,5.05,17,-1
386,1,1,0,4.25,17,10.5
386,1,1,60.8695652173913,5.05,17,10.5
391,1,2,76.9230769230769,4.25,10,-2
391,1,2,68.5714285714286,5.05,10,-2
393,1,2,33.3333333333333,4.62,11,11
393,1,2,78.2608695652174,5.25,11,11
396,1,3,66.6666666666667,4.87,17,-10
396,1,3,30.7692307692308,5.4,16,-10
397,1,3,19.047619047619,4.25,17,-4.5
397,1,3,36.3636363636364,5.05,17,-4.5
398,1,3,57.1428571428571,4.75,17,11
398,1,3,70.4225352112676,5.05,17,11
399,1,3,65,4.87,17,11
399,1,3,58.0645161290323,5.05,16,11
400,1,3,60.377358490566,4.5,17,-3.5
400,1,3,34.7826086956522,5.05,16,-3.5
401,1,3,53.3333333333333,4.25,16,7.5
401,1,3,22.2222222222222,5.05,16,7.5
402,1,3,57.8947368421053,4.75,16,2.5
402,1,3,79.0697674418605,5.05,15,2.5
405,1,3,34.2857142857143,4.32,17,-5.5
405,1,3,12.5,5.05,16,-5.5
410,1,1,0,4.25,16,0
410,1,1,0,5.05,16,0
411,1,1,0,4.5,16,4
411,1,1,16,5.05,16,4
412,1,2,0,4.5,11,-2
412,1,2,0,5.05,11,-2
413,1,1,0,4.25,17,-10
413,1,1,0,5.05,17,-10
414,1,1,0,4.25,16,-1.5
414,1,1,60.4651162790698,5.05,16,-1.5
415,1,1,27.5862068965517,4.25,16,-6
415,1,1,0,5.05,16,-6
417,1,1,19.047619047619,4.25,16,4.5
417,1,1,50.9803921568627,5.05,16,4.5
418,1,1,72.289156626506,4.25,15,-20
418,1,1,0,5.05,16,-20
419,1,2,25,4.25,11,-2.5
419,1,2,52.6315789473684,5.05,11,-2.5
421,1,2,60.6060606060606,4.62,13,3.5
421,1,2,68.4931506849315,5.05,13,3.5
422,1,2,0,4.75,11,9.5
422,1,2,31.25,5.05,11,9.5
423,1,2,22.2222222222222,4.95,12,14.75
423,1,2,80,5.25,11,14.75
424,1,2,35.8974358974359,4.75,11,7.75
424,1,2,68.5714285714286,5.25,14,7.75
426,1,3,12.2448979591837,4.25,19,-4
426,1,3,24.390243902439,5.05,18,-4
427,1,4,50,4.75,12.5,6.5
427,1,4,0,5.05,12.5,6.5
428,1,4,0,4.62,12.5,5.5
428,1,4,40,5.14,12.5,5.5
